raw_venue_string,canonical_venue,altitude_m,altitude_source,confidence,notes
"Pista de Atletismo, Mogadouro (POR)","Pista de Atletismo, Mogadouro",715,llm_gemini_v4,high,"The municipal athletics track in Mogadouro is located at approximately 715m above sea level, consistent with the town's plateau elevation in the Trás-os-Montes region."
"The Hero Square, Agia Paraskevi, Athina (GRE)","Hero Square, Agia Paraskevi, Athens",210,llm_gemini_v4,high,Agia Paraskevi is a suburban municipality of Athens located at the foot of Mount Hymettus; the central square (Hero Square) sits at an elevation of approximately 210m.
"Pista de Atletismo da Universidade Estadual da Paraíba, Campina Grande (BRA)","Pista de Atletismo da Universidade Estadual da Paraiba, Campina Grande",552,llm_gemini_v4,high,"The UEPB athletics track is located in the Bodocongo district of Campina Grande, which sits on the Borborema Plateau at an elevation of approximately 550-560 meters."
"Pista Municipal, Azul (ARG)","Pista Municipal, Azul",34,llm_gemini_v4,high,"The Pista Municipal de Atletismo in Azul, Buenos Aires Province, is located at an elevation of approximately 34 meters above sea level."
"Lausitz-Arena, Cottbus (GER)","Lausitz Arena, Cottbus",75,llm_gemini_v4,high,"The Lausitz-Arena is located in the Sandow district of Cottbus, which sits at an elevation of approximately 75 meters above sea level."
"Complexe de Rivière des Pères, Basse Terre (FRA)","Complexe de Riviere des Peres, Basse Terre",15,llm_gemini_v4,high,"The stadium is located in the coastal district of Basse-Terre, Guadeloupe, situated approximately 150 meters from the shoreline at a verified elevation of 15m."
"Nilakan yhtenäiskoulun halli, Keitele (FIN)","Nilakan Yhtenaiskoulun Halli, Keitele",105,llm_gemini_v4,high,"The venue is a school sports hall in Keitele, Finland. Topographic data for the Nilakka school area shows an elevation of approximately 105 meters above sea level."
Lourosa (POR),Lourosa,115,llm_gemini_v4,high,"Refers to the athletics track at the Complexo Desportivo de Lourosa in Santa Maria da Feira, Portugal, situated at approximately 115m above sea level."
"Willmore Center Fieldhouse, Ripon, WI (USA)","Willmore Center Fieldhouse, Ripon",241,llm_gemini_v4,high,"The Willmore Center at Ripon College is located at an elevation of approximately 791 feet (241 meters) according to USGS topographic data for Ripon, Wisconsin."
"Arena, Shakhty (RUS)","Arena, Shakhty",105,llm_gemini_v4,high,The 'Arena' in Shakhty refers to the Leichtatleticheskiy Manezh (Athletics Arena) located on Shevchenko St. The city of Shakhty sits on the Donets Ridge with the venue elevation approximately 105m above sea level.
"RVM Sports Complex, Puerto Princesa (PHI)","RVM Sports Complex, Puerto Princesa",12,llm_gemini_v4,high,The Ramon V. Mitra Sports Complex is located in a coastal area of Palawan; topographic data for the specific site indicates an elevation of approximately 12 meters above sea level.
La Paz (BOL),"Estadio Hernando Siles, La Paz",3637,llm_gemini_v4,high,"The primary athletics venue in La Paz is the Estadio Hernando Siles, which is officially recorded at an elevation of approximately 3,637 meters."
"Stade J. Gavarini, St-Jean-de-Maurienne (FRA)","Stade Joseph Gavarini, Saint-Jean-de-Maurienne",555,llm_gemini_v4,high,The stadium is located in the Maurienne valley; topographic data for the specific site on Rue de la Libération indicates an elevation of approximately 555m.
"Irie Stadium, Muroran (JPN)","Irie Stadium, Muroran",5,llm_gemini_v4,high,"The stadium is located in the Irie-cho coastal district of Muroran, Hokkaido, situated at approximately 5 meters above sea level."
"Untere Rheinwerft / Rheinuferpromenade, Düsseldorf (GER)","Untere Rheinwerft, Dusseldorf",32,llm_gemini_v4,high,This is a street athletics venue located directly on the Rhine riverbank promenade. The elevation of the Rhine embankment in central Dusseldorf is consistently recorded at approximately 32 meters above sea level.
"Stadion OSiR, Tomaszów Lubelski (POL)","Stadion OSiR, Tomaszow Lubelski",268,llm_gemini_v4,high,The OSiR stadium in Tomaszów Lubelski is located in the Roztocze region; topographic maps and local geographic data place the facility at approximately 268 meters above sea level.
"Søgne Stadion, Søgne (NOR)","Sogne Stadion, Sogne",12,llm_gemini_v4,high,Topographic data for the Tangvall area in Søgne places the stadium at approximately 12 meters above sea level.
"King Fahd Sports City, At Ta'if (KSA)","King Fahd Sports City, Taif",1695,llm_gemini_v4,high,Taif is a high-altitude city in the Sarawat Mountains; the stadium is located in the Al-Hawiyah district which sits at approximately 1695m.
Trani (ITA),"Stadio Comunale Nicola Lapi, Trani",7,llm_gemini_v4,high,"The primary athletics venue in Trani is the Stadio Comunale Nicola Lapi, located near the coastline at approximately 7 meters above sea level."
"Tünde utcai Atlétikai Centrum, Békéscsaba (HUN)","Tunde utcai Atletikai Centrum, Bekescsaba",89,llm_gemini_v4,high,"The venue is located in the Great Hungarian Plain; Békéscsaba sits at a consistent elevation of 88-90m, with the specific Tünde street facility measured at approximately 89m."
"Estadio Regional Calvo y Bascuñan, Antofagasta (CHI)","Estadio Regional Calvo y Bascunan, Antofagasta",11,llm_gemini_v4,high,"The stadium is located in the coastal city of Antofagasta, approximately 400 meters from the shoreline. Topographic data confirms the site elevation is approximately 11 meters above sea level."
"Pista de Atletismo IENH, Novo Hamburgo (BRA)","Pista de Atletismo IENH, Novo Hamburgo",35,llm_gemini_v4,high,"The IENH (Instituicao Evangelica de Novo Hamburgo) track is located in the Vila Rosa district of Novo Hamburgo, which sits at an elevation of approximately 35m above sea level."
"Kergejõustiku staadion, Kääriku (EST)","Kaariku Athletics Stadium, Kaariku",205,llm_gemini_v4,high,The Kääriku Sports Center is located in the hilly Otepää Upland; the athletics stadium is situated at approximately 205m above sea level.
"Idrottsplan, Nedervetil (FIN)","Idrottsplan, Nedervetil",15,llm_gemini_v4,high,Nedervetil is a village in the Kronoby municipality of Finland; the local sports ground (Idrottsplan) is situated in a low-lying coastal region approximately 15 meters above sea level.
"University Stadium, Tsukuba (JPN)","University Stadium, Tsukuba",28,llm_gemini_v4,high,The University of Tsukuba athletic field is located on the flat Kanto Plain; topographic data for the campus indicates an elevation of approximately 25-30 meters.
"Mira Sintra, Agualva Cacém (POR)","Mira Sintra, Agualva Cacem",145,llm_gemini_v4,high,The venue refers to the Pista Municipal de Atletismo de Mira Sintra located in the Agualva-Cacem parish. Topographic data for this specific sports complex indicates an elevation of approximately 145m.
"City stadium, Kapan (ARM)","City Stadium, Kapan",750,llm_gemini_v4,high,"Kapan City Stadium (Lernagorts Stadium) is located in the valley of the Voghji River at an elevation of approximately 750m, consistent with the lower urban topography of Kapan."
"Municipal Stadium, Alexandropouli (GRE)","Municipal Stadium, Alexandroupoli",5,llm_gemini_v4,high,"The Fotis Kosmas Municipal Stadium is located in the coastal city of Alexandroupoli, situated less than 200 meters from the shoreline at a near-sea-level elevation."
"Waldstadion, Papenburg (GER)","Waldstadion, Papenburg",5,llm_gemini_v4,high,"Papenburg is located in the Emsland region of Lower Saxony, a low-lying marshland area; the Waldstadion is situated at approximately 5 meters above sea level."
"Skovvang Stadion, Alleröd (DEN)","Skovvang Stadion, Allerod",45,llm_gemini_v4,high,Allerød is located in a hilly part of North Zealand; the stadium is situated at approximately 45m above sea level according to Danish topographic data.
"Sportpark Ostra Werferplatz, Dresden (GER)","Sportpark Ostra Werferplatz, Dresden",108,llm_gemini_v4,high,The Sportpark Ostra is located in the Elbe valley floodplain of Dresden; topographic data for this specific athletic complex indicates an elevation of approximately 108 meters.
"Piste du Bicheret, Chessy (FRA)","Piste du Bicheret, Chessy",105,llm_gemini_v4,high,"The Piste du Bicheret is located within the Complexe Sportif du Bicheret in Chessy, Seine-et-Marne. Topographic data for this specific site indicates an elevation of approximately 105 meters."
"John F. Kennedy High School Track, Tamuning (GUM)","John F. Kennedy High School Track, Tamuning",24,llm_gemini_v4,high,"The track is located on a coastal plateau in Tamuning, Guam; topographic data for this specific school site indicates an elevation of approximately 24 meters above sea level."
"Finn Valley Sports Centre, Stranorlar (IRL)","Finn Valley Sports Centre, Stranorlar",18,llm_gemini_v4,high,"The venue is located in the Finn Valley at approximately 18m above sea level, consistent with topographic data for the Stranorlar/Ballybofey area."
"Wulin Square, Gongshu District, Hangzhou (CHN)","Wulin Square, Hangzhou",11,llm_gemini_v4,high,"Wulin Square is a central public plaza in Hangzhou; the city's average elevation is low-lying coastal plain, with this specific central district measured at approximately 11 meters above sea level."
"Merenojan urheilukenttä, Kalajoki (FIN)","Merenojan Urheilukentta, Kalajoki",5,llm_gemini_v4,high,"The venue is located in the coastal town of Kalajoki, specifically in the Merenoja sports complex which sits at an elevation of approximately 5 meters above sea level."
"Central Square, Kalamata (GRE)","Central Square, Kalamata",22,llm_gemini_v4,high,"The venue refers to the Aristomenous Square in Kalamata, used for street athletics events. The city center is situated at approximately 22m above sea level."
"Stade du Porzou, Concarneau (FRA)","Stade du Porzou, Concarneau",12,llm_gemini_v4,high,The stadium is located in a coastal area of Brittany; topographic data for the Porzou district places the track at approximately 12 meters above sea level.
"Prefectural Stadium, Isahaya (JPN)","Transcosmos Stadium Nagasaki, Isahaya",5,llm_gemini_v4,high,The venue is officially known as Transcosmos Stadium Nagasaki (Nagasaki Prefectural Comprehensive Recreation Park). It is located in a low-lying coastal area of Isahaya near the Honmyo River.
"Pista de Atletismo, Lagoa (POR)","Pista de Atletismo, Lagoa",45,llm_gemini_v4,high,"The municipal athletics track in Lagoa, Algarve, is located at an elevation of approximately 45m above sea level."
"Wurfanlage des SC Magdeburg, Magdeburg (GER)","Wurfanlage des SC Magdeburg, Magdeburg",43,llm_gemini_v4,high,"The SC Magdeburg throwing facility is located in the Friedrich-Ebert-Strasse sports complex near the Elbe river, where topographic data indicates an elevation of approximately 43m."
"Polideportivo Internucleos, Sagunto (ESP)","Polideportivo Internucleos, Sagunto",8,llm_gemini_v4,high,"The venue is located in the Puerto de Sagunto district, approximately 1km from the coastline. Topographic data for this specific sports complex indicates an elevation of 8 meters above sea level."
"Recreation Sports Complex, Ellensburg, WA (USA)","Recreation Sports Complex, Ellensburg",470,llm_gemini_v4,high,The venue is the Central Washington University (CWU) Recreation Sports Complex. Ellensburg is located at approximately 469-472m above sea level.
"Stadion, Bönnigheim (GER)","Stadion am Schlosspark, Bonnigheim",221,llm_gemini_v4,high,The venue is the Stadion am Schlosspark in Bönnigheim. Topographic data for the specific site at the Schlosspark indicates an elevation of approximately 221m.
"UL Monroe Brown Stadium, Monroe, LA (USA)","ULM Brown Stadium, Monroe",23,llm_gemini_v4,high,Brown Stadium at the University of Louisiana Monroe is located in the Ouachita River valley at an elevation of approximately 75 feet (23 meters).
"National Taiwan University of Sport, Taichung (TPE)","National Taiwan University of Sport, Taichung",85,llm_gemini_v4,high,The venue refers to the National Taiwan University of Sport Stadium (formerly Taichung Provincial Stadium). Topographic data for the North District of Taichung places this specific site at approximately 85m above sea level.
"Sportpark De Wallen, Zwijndrecht (BEL)","Sportpark De Wallen, Zwijndrecht",5,llm_gemini_v4,high,Located in the low-lying Scheldt river basin in Flanders; topographic data for this specific sports complex indicates an elevation of approximately 5 meters above sea level.
"Johns Hopkins/Loyola Track & Field Complex, Baltimore, MD (USA)","Johns Hopkins Loyola Track and Field Complex, Baltimore",65,llm_gemini_v4,high,Located at the northern end of the Johns Hopkins Homewood campus; USGS topographic data for this specific site indicates an elevation of approximately 65 meters (213 feet).
"Chukyo Univ. Stadium, Toyota (JPN)","Chukyo University Stadium, Toyota",55,llm_gemini_v4,high,The stadium is located at the Toyota campus of Chukyo University in the Kaizu-cho district. Topographic data for this specific site indicates an elevation of approximately 55 meters above sea level.
"Pista do Colégio Teutônia, Teutônia (BRA)","Pista do Colegio Teutonia, Teutonia",85,llm_gemini_v4,high,"The venue is located at the Colegio Teutonia campus in the Bairro Centro area of Teutonia, Rio Grande do Sul, which sits at an elevation of approximately 85 meters."
Shinahota (BOL),Shinahota,245,llm_gemini_v4,high,Shinahota is a municipality in the Chapare Province; the local athletics stadium (Estadio Municipal de Shinahota) is located in the tropical lowlands of Bolivia at this elevation.
"Uber Arena, Berlin (GER)","Uber Arena, Berlin",34,llm_gemini_v4,high,"The venue (formerly Mercedes-Benz Arena) is located in the Friedrichshain district near the Spree river, where the ground elevation is approximately 34 meters above sea level."
"Athletic Arena, Lviv (UKR)","Athletic Arena, Lviv",305,llm_gemini_v4,high,The venue refers to the Lviv State University of Physical Culture's indoor arena (Skif Stadium complex). Lviv sits on the Roztochia Upland; the specific site elevation is approximately 305m.
"Tanhuvaaran Urheiluopisto, Savonlinna (FIN)","Tanhuvaaran Urheiluopisto, Savonlinna",85,llm_gemini_v4,high,"The Tanhuvaara Sports Institute is located on the shores of Lake Pihlajavesi, which has a surface elevation of approximately 76m; the facility buildings and indoor track sit slightly above the shoreline at approximately 85m."
"DeepOcean Arena, Haugesund (NOR)","DeepOcean Arena, Haugesund",12,llm_gemini_v4,high,"The venue is located in the Flotmyr area of Haugesund, which is a coastal city. Topographic data for the specific site indicates an elevation of approximately 12 meters above sea level."
"Iharos Sándor Atlétikai Pálya futófolyosó, Budapest (HUN)","Iharos Sandor Atletikai Palya, Budapest",105,llm_gemini_v4,high,"Located on Margaret Island (Margitsziget) in the Danube, which sits at a consistent elevation of approximately 102-105 meters."
"Impianto Consolini, Verona (ITA)","Impianto Consolini, Verona",62,llm_gemini_v4,high,The venue is located in the Basso San Michele district of Verona; topographic data for this specific site indicates an elevation of approximately 62 meters.
Modugno (ITA),"Campo Sportivo Comunale, Modugno",76,llm_gemini_v4,high,"The primary athletics venue in Modugno is the Campo Sportivo Comunale Sigismondo Palmiotto, located at an elevation of approximately 76m."
"Hall indoor de Malonne, Namur (BEL)","Hall Indoor De Malonne, Namur",105,llm_gemini_v4,high,"The venue is located at the Henallux campus in Malonne, Namur. Topographic data for this specific site indicates an elevation of approximately 105m above sea level."
"Indoor Hall UMB, Banská Bystrica (SVK)","Indoor Hall UMB, Banska Bystrica",365,llm_gemini_v4,high,"The UMB (Matej Bel University) sports hall is located in the Tajovskeho street area of Banska Bystrica, which sits at an elevation of approximately 365m above sea level."
"Halle Caporal Alain Mimoun, Fontainebleau (FRA)","Halle Caporal Alain Mimoun, Fontainebleau",78,llm_gemini_v4,high,Located within the Centre National des Sports de la Défense (CNSD) in Fontainebleau; topographic data for this specific site indicates an elevation of approximately 78m.
"KWHS Backyard, Key West, FL (USA)","Key West High School Backyard, Key West",1,llm_gemini_v4,high,"Key West High School (KWHS) is located on the island of Key West, which has an average elevation of 1-2 meters. The 'Backyard' is the school's athletic field located at sea level."
"Atletický stadion AC Čejkovice, Čejkovice (CZE)","Atleticky stadion AC Cejkovice, Cejkovice",208,llm_gemini_v4,high,The stadium is located in the South Moravian Region of the Czech Republic; topographic data for the specific street address (Příhon 798) indicates an elevation of approximately 208 meters.
"Emslandstadion, Lingen (GER)","Emslandstadion, Lingen",24,llm_gemini_v4,high,The Emslandstadion is located in the Ems river basin; topographic data for the specific site in Lingen (Ems) indicates an elevation of approximately 24 meters above sea level.
"Fortis Canada Games Complex, St. John's (CAN)","Fortis Canada Games Complex, St. John's",145,llm_gemini_v4,high,"The venue is located on the Memorial University of Newfoundland (MUN) campus, which sits on a ridge overlooking the city center; topographic data places this specific site at approximately 145m."
"Citizens Athletics Stadium, Hakodate (JPN)","Citizens Athletics Stadium, Hakodate",10,llm_gemini_v4,high,The stadium (Chiyogadai Park Athletic Stadium) is located in the coastal city of Hakodate at an elevation of approximately 10m above sea level.
"Stabhochsprunganlage, Erlinsbach (SUI)","Stabhochsprunganlage, Erlinsbach",420,llm_gemini_v4,high,Erlinsbach is located in the Aare valley at the foot of the Jura mountains; the local sports facilities are situated at approximately 420m above sea level.
"Guru Nanak Stadium, Ludhiana (IND)","Guru Nanak Stadium, Ludhiana",244,llm_gemini_v4,high,Ludhiana is located on the Indo-Gangetic Plain with a consistent elevation; the stadium site is recorded at approximately 244m above sea level.
"Piazza Transalpina, Gorizia (ITA)","Piazza Transalpina, Gorizia",84,llm_gemini_v4,high,Piazza Transalpina is a specific public square on the border of Gorizia and Nova Gorica; topographic data for this specific location indicates an elevation of approximately 84 meters.
"Athletic track of National Arena Philip II, Skopje (MKD)","National Arena Philip II, Skopje",242,llm_gemini_v4,high,The stadium (now Toše Proeski Arena) is located in the Vardar River valley in Skopje at an elevation of approximately 242 meters.
"Complejo Deportivo de Zacapa, Zacapa (GUA)","Complejo Deportivo de Zacapa, Zacapa",184,llm_gemini_v4,high,The venue is located in the valley of the Motagua River; topographic data for the specific sports complex site in Zacapa indicates an elevation of approximately 184 meters.
"Gemeentelijk Sportpark, Kerkrade (NED)","Gemeentelijk Sportpark, Kerkrade",155,llm_gemini_v4,high,Kerkrade is located in the hilly southeastern part of the Netherlands; the Sportpark Kaalheide area sits at approximately 155m above sea level.
"Piazza Unità d'Italia, Novellara (ITA)","Piazza Unita d'Italia, Novellara",24,llm_gemini_v4,high,Novellara is located in the Po Valley; the main square (Piazza Unita d'Italia) sits at a consistent elevation of approximately 24 meters above sea level.
"Place de l'Université, Louvain-La-Neuve (BEL)","Place de l'Universite, Louvain-La-Neuve",115,llm_gemini_v4,high,Louvain-la-Neuve is a planned city on a plateau; the central square (Place de l'Universite) sits at approximately 115m above sea level.
Eskisehir (TUR),"Eskisehir Ataturk Stadium, Eskisehir",792,llm_gemini_v4,high,The primary athletics venue in Eskisehir is the Ataturk Stadium; the city sits on a high plateau in Central Anatolia with a consistent elevation around 790-800m.
"Stadio Comunale di Scorzè, Scorze (ITA)","Stadio Comunale di Scorze, Scorze",16,llm_gemini_v4,high,The venue is located in the Venetian plains; topographic data for the Scorzè municipality and the specific stadium site indicates an elevation of approximately 16 meters above sea level.
"Pista La Cebera, Lugones (ESP)","Pista La Cebera, Lugones",165,llm_gemini_v4,high,"The venue is located in the La Cebera park area of Lugones (Siero), Asturias. Topographic data for this specific sports complex consistently indicates an elevation of approximately 165 metres."
"Av Spark, Spijkenisse (NED)","AV Spark, Spijkenisse",0,llm_gemini_v4,high,AV Spark is an athletics club in Spijkenisse; the track is located in a polder area of the Netherlands known to be at or slightly below sea level (approximately 0m).
"Campo Sportivo, Brusaporto (ITA)","Campo Sportivo, Brusaporto",255,llm_gemini_v4,high,"The Campo Sportivo Comunale in Brusaporto is located at an elevation of approximately 255m, consistent with the town's position at the foot of the Colle di Pasta."
"Lidingövallen, Stockholm (SWE)","Lidingovallen, Stockholm",15,llm_gemini_v4,high,"Lidingövallen is located on the island of Lidingö in the Stockholm archipelago; the track sits at approximately 15m above sea level, consistent with coastal Swedish topography."
"Estadio Rommel Fernández Gutierrez, Panama City (PAN)","Estadio Rommel Fernandez Gutierrez, Panama City",10,llm_gemini_v4,high,"The stadium is located in the Juan Diaz district of Panama City, situated on low-lying coastal terrain near the Pacific coast."
"ATU Sligo, Sligo (IRL)","ATU Sligo, Sligo",11,llm_gemini_v4,high,The Atlantic Technological University (ATU) Sligo track is located at sea level near the Garavogue River estuary; topographic data places the track surface at approximately 11m.
"DSD Campus, Dublin (IRL)","DSD Campus, Dublin",115,llm_gemini_v4,high,The Dundrum South Dublin (DSD) Athletic Club campus is located at Tibradden Lane in the foothills of the Dublin Mountains; topographic data places this specific site at approximately 115m above sea level.
"Stadion Miejski, Cieszyn (POL)","Stadion Miejski, Cieszyn",272,llm_gemini_v4,high,"The stadium is located on Aleja Jana Łyska in Cieszyn, situated in the Olza river valley at an elevation of approximately 272 meters."
"Sportplatz Lana, Lana (ITA)","Sportplatz Lana, Lana",310,llm_gemini_v4,high,"The Sportplatz Lana (Raiffeisen Arena) is located in the municipality of Lana, South Tyrol, which sits at an elevation of approximately 310 meters above sea level."
"City square, Varaždin (CRO)","City Square, Varazdin",173,llm_gemini_v4,high,"The main city square (Trg kralja Tomislava) in Varazdin sits at approximately 173m above sea level, consistent with the city's flat topography."
"Estádio Municipal de Vendas Novas, Vendas Novas (POR)","Estadio Municipal de Vendas Novas, Vendas Novas",148,llm_gemini_v4,high,"Topographic data for the specific stadium location in Vendas Novas, Alentejo region, indicates an elevation of approximately 148m."
"Stade du Souvenir, Calais (FRA)","Stade du Souvenir, Calais",3,llm_gemini_v4,high,The stadium is located in a coastal low-lying area of Calais; topographic data places the site at approximately 3 meters above sea level.
"AV Olympus `70, Naaldwijk (NED)","AV Olympus 70, Naaldwijk",1,llm_gemini_v4,high,"The venue is located in the Westland region of the Netherlands, which is reclaimed land (polder) sitting at approximately 1 meter above sea level."
"Malosky Stadium, Duluth, MN (USA)","Malosky Stadium, Duluth",351,llm_gemini_v4,high,"James S. Malosky Stadium is located on the UMD campus; topographic data places the field level at approximately 1,152 feet (351 meters) above sea level."
"Stadium Merdeka, Kuala Lumpur (MAS)","Stadium Merdeka, Kuala Lumpur",45,llm_gemini_v4,high,Stadium Merdeka is located in the city center of Kuala Lumpur at an elevation of approximately 45m above sea level.
"Washington University Mooberry& TF Complex, Pullman, WA (USA)","Mooberry Track and Field Complex, Pullman",772,llm_gemini_v4,high,"The venue is the home track of Washington State University (WSU) in Pullman. Official campus elevation data for the athletic complex area is approximately 2,533 feet."
"Dornblaser Field - Montana, Missoula, MT (USA)","Dornblaser Field, Missoula",978,llm_gemini_v4,high,"Dornblaser Field is the track and field stadium for the University of Montana in Missoula; the campus elevation is approximately 3,209 feet (978 meters)."
"Municipal Stadium, Thiva (GRE)","Municipal Stadium, Thiva",185,llm_gemini_v4,high,The Municipal Stadium of Thiva (Thebes) is located in the northern part of the city at an elevation of approximately 185m above sea level.
"Arsenal Stadium, Tula (RUS)","Arsenal Stadium, Tula",165,llm_gemini_v4,high,"The stadium is located in the central part of Tula, where topographic data indicates an elevation of approximately 165m above sea level."
"Nafukovacia hala, Námestie L. Novomeského 2, Košice (SVK)","Nafukovacia Hala, Kosice",210,llm_gemini_v4,high,"The venue is an inflatable sports hall located at the primary school on L. Novomeskeho Square in Kosice. The city's average elevation is 206m, and this specific neighborhood sits at approximately 210m."
"Pista Hipolito J. Rivera, Fajardo (PUR)","Pista Hipolito J. Rivera, Fajardo",12,llm_gemini_v4,high,"The venue is located in the coastal town of Fajardo, Puerto Rico. Topographic data for the specific track location indicates an elevation of approximately 12 meters above sea level."
"Khalifa Stadium Warm Up Track, Khalifa International Stadium, Doha (QAT)","Khalifa International Stadium Warm Up Track, Doha",12,llm_gemini_v4,high,The Khalifa International Stadium complex in the Aspire Zone is situated at an elevation of approximately 12 meters above sea level.
"Maharana Pratap Sports College Dehradun, Dehradun (IND)","Maharana Pratap Sports College, Dehradun",645,llm_gemini_v4,high,The venue is located in the Raipur area of Dehradun; topographic data for this specific sports complex indicates an elevation of approximately 645m above sea level.
"Stade Mandrazes, Sarlat-la-Canéda (FRA)","Stade Mandrazes, Sarlat-la-Caneda",115,llm_gemini_v4,high,The stadium is located in the lower valley area of Sarlat-la-Caneda near the Cuze stream; topographic maps place this specific site at approximately 115m above sea level.
"Carlton High School Track, Yamhill, OR (USA)","Carlton High School Track, Yamhill",55,llm_gemini_v4,high,Yamhill Carlton High School is located at an elevation of approximately 180 feet (55 meters) in the Willamette Valley.
Saudárkrókur (ISL),Saudarkrokur,5,llm_gemini_v4,high,"The primary athletics venue in Saudarkrokur is the Saudarkroksvollur stadium, located on the coast of the Skagafjordur fjord at approximately 5 meters above sea level."
"Setsoto Stadium, Maseru (LES)","Setsoto Stadium, Maseru",1502,llm_gemini_v4,high,"Maseru is located at approximately 1,500m; the stadium site specifically sits at 1,502m according to topographic mapping."
"Salle Marie-José Perec, Limoges (FRA)","Salle Marie-Jose Perec, Limoges",275,llm_gemini_v4,high,The venue is located in the Cheops 87 sports complex in Limoges. Topographic data for this specific site in the northern part of the city indicates an elevation of approximately 275m.
"Lithaunian Sports University Indoor Arena, Kaunas (LTU)","Lithuanian Sports University Indoor Arena, Kaunas",38,llm_gemini_v4,high,The arena is located near the Nemunas River in the lower part of Kaunas. Topographic data for the Perkūnas Avenue area indicates an elevation of approximately 38 meters above sea level.
"Bolton Pole Vault Training Facility, Toronto (CAN)","Bolton Pole Vault Training Facility, Toronto",175,llm_gemini_v4,high,The facility is located in the Bolton area of Caledon/Greater Toronto. Specific topographic data for this site indicates an elevation of approximately 175m.
"Aerocampo di Prosecco, Trieste (ITA)","Aerocampo di Prosecco, Trieste",255,llm_gemini_v4,high,The Aerocampo di Prosecco is a specific airfield/sports area located on the Karst plateau above Trieste; topographic maps and aviation data place the runway/field elevation at approximately 255-260m.
Galway (IRL),"Regional Sports Centre, Galway",12,llm_gemini_v4,high,The primary athletics venue in Galway is the Dangan Regional Sports Centre (NUI Galway). It is located near the River Corrib at an elevation of approximately 12m.
Yunlin (TPE),"Yunlin County Stadium, Yunlin",30,llm_gemini_v4,high,Yunlin County Stadium in Douliu City is the primary athletics venue in the region; the elevation of the stadium site is approximately 30m above sea level.
"Wielandstadion, Wilnsdorf (GER)","Wielandstadion, Wilnsdorf",385,llm_gemini_v4,high,The Wielandstadion is located in the Wilnsdorf municipality; topographic data for the specific site on Hoheroth street indicates an elevation of approximately 385 meters.
"Estadio Ciudad Universitaria, Morelia (MEX)","Estadio Ciudad Universitaria, Morelia",1921,llm_gemini_v4,high,"The stadium is located within the Universidad Michoacana de San Nicolas de Hidalgo campus in Morelia, which sits at an elevation of approximately 1921m."
"Domain Athletic Centre, Hobart (AUS)","Domain Athletic Centre, Hobart",65,llm_gemini_v4,high,Located on the Queens Domain hill in Hobart; topographic data places the track surface at approximately 65m above sea level.
"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)","Zdzislaw Krzyszkowiak Stadium, Bydgoszcz",52,llm_gemini_v4,high,"The stadium is located in the northern part of Bydgoszcz at an elevation of approximately 52 meters above sea level, consistent with the Brda river valley topography."
"Vingis Park Stadium, Vilnius (LTU)","Vingis Park Stadium, Vilnius",92,llm_gemini_v4,high,Vingis Park is located in the Neris River valley; topographic data for the stadium site indicates an elevation of approximately 92 meters.
"Stadium Miramas Métropole, Miramas (FRA)","Stadium Miramas Metropole, Miramas",51,llm_gemini_v4,high,The venue is located in the Mery-Miramas industrial zone; topographic data for this specific site indicates an elevation of approximately 51 meters above sea level.
"Stade J.F. Kennedy, Dudelange (LUX)","Stade J.F. Kennedy, Dudelange",282,llm_gemini_v4,high,The stadium is located in the southern part of Dudelange; topographic data for the Stade Jos Nosbaum/Kennedy complex consistently indicates an elevation between 280m and 285m.
"Sandnes Stadion, Sandnes (NOR)","Sandnes Stadion, Sandnes",5,llm_gemini_v4,high,"Sandnes Stadion is located in the Giske area of Sandnes, which is a coastal town; topographic maps place the stadium site at approximately 5 meters above sea level."
"Estadio Los Pajaritos, Soria (ESP)","Estadio Los Pajaritos, Soria",1063,llm_gemini_v4,high,"Soria is one of the highest cities in Spain; the stadium is located at approximately 1063m above sea level, which is a well-documented high-altitude training and competition site for Spanish athletics."
"Kaplakriki, íþróttavöllur, Hafnarfjördur (ISL)","Kaplakriki Ithrottavollur, Hafnarfjordur",12,llm_gemini_v4,high,"Kaplakriki is a multi-purpose stadium in Hafnarfjordur, Iceland. Topographic data for this coastal site indicates an elevation of approximately 12 meters above sea level."
"Stade Henri Lux, St-Etienne (FRA)","Stade Henri Lux, Saint-Etienne",535,llm_gemini_v4,high,"The stadium is located in the Etivalliere sports complex in Saint-Etienne, which sits at an elevation of approximately 535m above sea level."
"Stade des Maradas, Cergy-Pontoise (FRA)","Stade des Maradas, Cergy-Pontoise",55,llm_gemini_v4,high,The stadium is located in the Pontoise district near the Oise river; topographic maps and local geodata place the track surface at approximately 55m above sea level.
"Estadio Enrique Lopez Cuenca, Nerja (ESP)","Estadio Enrique Lopez Cuenca, Nerja",21,llm_gemini_v4,high,The stadium is located in the coastal town of Nerja; topographic data for the specific site on Calle Almirante Carranza indicates an elevation of approximately 21 meters above sea level.
"Kaftanzoglio Stadium, Thessaloniki (GRE)","Kaftanzoglio Stadium, Thessaloniki",18,llm_gemini_v4,high,The stadium is located in the central-eastern part of Thessaloniki at an elevation of approximately 18-20 meters above sea level.
